"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SEC14L1",2.62920782691063e-102,0.372290926023447,0.472,0.237,5.47059272545295e-98,"High","SEC14L1"
"SLAMF7",4.28049690946354e-101,0.273728009261347,0.374,0.176,8.90642991952079e-97,"High","SLAMF7"
"TMEM167A",9.10013825156165e-101,0.404472406439968,0.351,0.162,1.89346576600243e-96,"High","TMEM167A"
"NDUFAF3",3.56848417559894e-100,0.446278759422771,0.373,0.175,7.42494502416871e-96,"High","NDUFAF3"
"TMEM147",4.8251898216934e-100,0.420381883533391,0.307,0.135,1.00397724619975e-95,"High","TMEM147"
"STX10",2.18221487969111e-99,0.57219032429715,0.275,0.122,4.54053450017329e-95,"High","STX10"
"SDHB",4.59986268902991e-99,0.692215791512658,0.269,0.117,9.57093429706453e-95,"High","SDHB"
"TMBIM4",5.43677219042718e-99,0.596050935213757,0.515,0.276,1.13122918966218e-94,"High","TMBIM4"
"SELPLG",1.4741997734885e-98,0.458161984489457,0.349,0.168,3.06736746869751e-94,"High","SELPLG"
"SLC25A6",5.68258941881824e-98,0.710306854151223,0.784,0.663,1.18237638037351e-93,"High","SLC25A6"
"LCP2",1.83601537443722e-96,0.904334760166965,0.321,0.16,3.82019718959153e-92,"High","LCP2"
"SHKBP1",3.88722925962388e-96,0.46787384135002,0.251,0.108,8.08815792049941e-92,"High","SHKBP1"
"MYO1G",3.64423631663783e-95,0.690217527490298,0.372,0.196,7.58256250402834e-91,"High","MYO1G"
"QKI",4.02189473255992e-95,0.502806503126388,0.395,0.195,8.36835637003743e-91,"High","QKI"
"PPA1",6.93655298020285e-95,0.841013174595887,0.333,0.161,1.44328857859081e-90,"High","PPA1"
"CYC1",4.18437605851904e-93,0.425529490795994,0.39,0.191,8.70643126496056e-89,"High","CYC1"
"ARPC3",2.96509526243785e-92,0.846478240710827,0.784,0.774,6.16947371255443e-88,"High","ARPC3"
"FBXW7",9.51076649993014e-92,0.392530325358058,0.354,0.17,1.97890518564046e-87,"High","FBXW7"
"SNX3",1.87159626315053e-91,0.871789099402193,0.603,0.357,3.8942303447373e-87,"High","SNX3"
"POLE4",3.23056974634453e-90,0.503132286742723,0.323,0.154,6.72184647121906e-86,"High","POLE4"
"SUPT4H1",7.79049191976613e-90,0.502071292033848,0.469,0.252,1.62096765374574e-85,"High","SUPT4H1"
"MIR22HG",8.12557348536823e-90,0.482629423487513,0.316,0.152,1.69068807510057e-85,"High","MIR22HG"
"PDCD5",2.46516646897956e-89,0.500108621977714,0.282,0.129,5.12927187200578e-85,"High","PDCD5"
"ERICH1",1.23931309453626e-88,0.517666220126177,0.301,0.143,2.5786387558016e-84,"High","ERICH1"
"LSM10",1.67534070362844e-88,0.305841846918266,0.283,0.128,3.48588140203969e-84,"High","LSM10"
"CLPTM1L",1.73825896441475e-88,0.339770631919091,0.264,0.117,3.61679542725776e-84,"High","CLPTM1L"
"SELENOS",7.06565997290056e-88,0.51083530533567,0.506,0.281,1.47015187056142e-83,"High","SELENOS"
"TCIRG1",5.94416742123717e-86,0.49955783569663,0.366,0.186,1.23680291533682e-81,"High","TCIRG1"
"PDCD6IP",8.25587227062065e-86,0.50217909092756,0.266,0.122,1.71779934334804e-81,"High","PDCD6IP"
"SAMHD1",1.15958759466075e-85,0.678952339499592,0.35,0.179,2.41275390821062e-81,"High","SAMHD1"
"PRELID1",1.63352759939135e-85,0.585390305364146,0.647,0.404,3.39888087605357e-81,"High","PRELID1"
"ETFB",1.85197483721577e-85,0.716279056835403,0.337,0.166,3.85340404379485e-81,"High","ETFB"
"ADPGK",8.47060114809515e-85,0.364945812123583,0.267,0.122,1.76247798088416e-80,"High","ADPGK"
"YBX1",5.26796059631942e-84,0.703644961928883,0.826,0.793,1.09610456127618e-79,"High","YBX1"
"SERP1",1.48089290772086e-83,0.547403763475886,0.799,0.64,3.0812938730948e-79,"High","SERP1"
"PFKFB3",3.27233850197959e-83,0.668224244065647,0.28,0.134,6.80875472106893e-79,"High","PFKFB3"
"C1orf43",4.01024557607295e-83,0.409725223219728,0.404,0.205,8.344117970135e-79,"High","C1orf43"
"DRAM2",1.26458830419787e-82,0.565978478326748,0.253,0.115,2.6312288845445e-78,"High","DRAM2"
"ICAM1",4.39556242136017e-82,0.555912414563599,0.425,0.238,9.1458467301241e-78,"High","ICAM1"
"MXD1",1.56310800084831e-81,0.389669448014862,0.37,0.192,3.25235881736507e-77,"High","MXD1"
"ATP5MF",3.49669470889201e-81,0.621023530627339,0.615,0.364,7.27557268079162e-77,"High","ATP5MF"
"ZNF267",6.95091144033171e-81,0.44496674576828,0.273,0.13,1.44627614338982e-76,"High","ZNF267"
"CAPNS1",1.92842332797604e-80,0.503973702252667,0.501,0.288,4.01247041851976e-76,"High","CAPNS1"
"SSR1",8.33052104716992e-80,0.376319904503544,0.306,0.146,1.73333151428464e-75,"High","SSR1"
"PSMD4",3.69225861570229e-78,0.48917844505487,0.344,0.173,7.68248250169176e-74,"High","PSMD4"
"REEP5",1.1526450960947e-77,0.398377508728804,0.57,0.317,2.39830865144424e-73,"High","REEP5"
"LAPTM4A",1.28058857008664e-77,0.463521756126719,0.555,0.321,2.66452063777927e-73,"High","LAPTM4A"
"CLTA",7.63542413381457e-77,0.750549906791686,0.393,0.208,1.5887026995228e-72,"High","CLTA"
"PTPN1",1.12258875813997e-76,0.305137876609761,0.464,0.253,2.33577042906184e-72,"High","PTPN1"
"VASP",1.71610143972943e-76,0.594860054597584,0.547,0.359,3.57069226564503e-72,"High","VASP"
"YWHAH",4.47100027857816e-75,0.501295844790972,0.35,0.179,9.30281027963757e-71,"High","YWHAH"
"CPEB4",3.91043394370369e-74,0.514985115244125,0.28,0.137,8.13643990666427e-70,"High","CPEB4"
"ERLEC1",8.65552590683338e-74,0.204365062784588,0.291,0.141,1.80095527543482e-69,"High","ERLEC1"
"PPP1R14B",9.75288458610846e-74,0.843564006889135,0.329,0.172,2.02928269583159e-69,"High","PPP1R14B"
"VOPP1",2.76725495305026e-73,0.316544135701312,0.286,0.137,5.75782738081168e-69,"High","VOPP1"
"SLIRP",6.08630091548031e-73,0.466391551099799,0.304,0.15,1.26637663148399e-68,"High","SLIRP"
"RASGEF1B",1.12373437173823e-72,0.661478021061505,0.493,0.322,2.33815410727574e-68,"High","RASGEF1B"
"OSER1",2.14916687148573e-72,0.325727835263281,0.381,0.202,4.47177150950036e-68,"High","OSER1"
"EIF4E",3.11371937035201e-72,0.893614717341728,0.308,0.16,6.47871589389143e-68,"High","EIF4E"
"CCPG1",4.08729183050035e-72,0.216319308726763,0.338,0.17,8.50442811172208e-68,"High","CCPG1"
"PTPRE",6.89902495593804e-72,0.525715591921079,0.416,0.244,1.43548012258203e-67,"High","PTPRE"
"DOCK2",1.46717709983893e-71,0.385686480159158,0.273,0.134,3.05275539163485e-67,"High","DOCK2"
"PRKCB",1.70730783159962e-71,0.319806804581119,0.33,0.171,3.55239540520934e-67,"High","PRKCB"
"VMP1",3.79457146256209e-71,0.453849035715231,0.487,0.285,7.89536484215294e-67,"High","VMP1"
"IDH3G",4.31301263345869e-71,0.284229011622421,0.318,0.16,8.9740853864375e-67,"High","IDH3G"
"TYROBP",4.93313669535277e-71,0.989128146427247,0.66,0.711,1.02643775220205e-66,"High","TYROBP"
"AKIRIN2",7.82993052353414e-71,0.293096758315278,0.404,0.219,1.62917364403175e-66,"High","AKIRIN2"
"COX17",1.05606704637778e-70,0.406695776757869,0.474,0.264,2.19735870339825e-66,"High","COX17"
"PKM",1.21909179403057e-70,0.312612468595031,0.485,0.278,2.53656429583941e-66,"High","PKM"
"EMP3",2.03977883650337e-70,0.75883732958114,0.723,0.605,4.24416782511257e-66,"High","EMP3"
"PARVG",6.98013783100874e-70,0.502996274783972,0.27,0.133,1.45235727849799e-65,"High","PARVG"
"COX6B1",1.73418672556732e-69,0.572362641917708,0.76,0.563,3.60832231988791e-65,"High","COX6B1"
"FCGR3A",2.47957340891354e-69,0.996393801164564,0.507,0.424,5.1592483919264e-65,"High","FCGR3A"
"SURF1",2.52001693233072e-69,0.177246060174114,0.292,0.143,5.24339923110052e-65,"High","SURF1"
"DNAJC4",3.46955994163676e-69,0.160902638850083,0.311,0.155,7.2191133705636e-65,"High","DNAJC4"
"TMEM258",4.35924648929482e-69,0.466113384863239,0.655,0.393,9.07028417027574e-65,"High","TMEM258"
"LGALS1",3.31315651004345e-68,0.518663998201389,0.749,0.586,6.89368475044742e-64,"High","LGALS1"
"RYBP",3.42564231472362e-68,0.247172430018281,0.279,0.139,7.12773396424543e-64,"High","RYBP"
"SSR4",5.06900074529641e-68,1.68241264082274,0.803,0.701,1.05470698507382e-63,"High","SSR4"
"ECHS1",5.95229098388024e-68,0.602484072925483,0.275,0.137,1.23849318501596e-63,"High","ECHS1"
"COX5A",1.13692737607986e-67,0.469474069874599,0.664,0.409,2.36560479140937e-63,"High","COX5A"
"UPF2",1.26629197872105e-67,0.48059582156225,0.302,0.155,2.63477372012489e-63,"High","UPF2"
"EIF2S2",1.46558801879874e-67,0.202164009139437,0.417,0.223,3.04944899071455e-63,"High","EIF2S2"
"DNAJC15",2.00884669687603e-67,0.271643862590441,0.388,0.203,4.17980732218996e-63,"High","DNAJC15"
"MCTS1",2.14189482906289e-67,0.368912098383228,0.27,0.131,4.45664057083116e-63,"High","MCTS1"
"VPS29",1.28211138097399e-66,0.49790080150517,0.47,0.268,2.66768915039258e-62,"High","VPS29"
"RER1",1.53497431226289e-66,0.207273090870562,0.391,0.205,3.1938210515254e-62,"High","RER1"
"TNFSF10",2.71278610527847e-66,1.03508141525811,0.277,0.147,5.6444940492529e-62,"High","TNFSF10"
"HSD17B11",3.3110657858528e-66,0.249570907544379,0.35,0.183,6.88933458062391e-62,"High","HSD17B11"
"TMEM208",3.77283124343821e-66,0.120927875829631,0.321,0.162,7.85012996822188e-62,"High","TMEM208"
"NAA38",6.75797263393212e-66,0.269492539220045,0.384,0.205,1.40613136594226e-61,"High","NAA38"
"PTPN18",9.52201992639013e-66,0.33136539964245,0.283,0.144,1.98124668608399e-61,"High","PTPN18"
"THAP9-AS1",1.4961753838412e-65,0.327948424747846,0.268,0.135,3.11309212115838e-61,"High","THAP9-AS1"
"NCKAP1L",1.89323515776751e-65,0.37115955273725,0.305,0.158,3.93925439276686e-61,"High","NCKAP1L"
"HADHA",5.76649221830448e-65,0.294225282829698,0.375,0.202,1.19983403586261e-60,"High","HADHA"
"PSMB4",6.00497969597416e-65,0.31289444706417,0.348,0.183,1.24945612534134e-60,"High","PSMB4"
"KLF3",7.06174450694748e-65,0.234953421220539,0.453,0.259,1.46933717956056e-60,"High","KLF3"
"HAX1",8.21728549421563e-65,0.24218668840146,0.363,0.19,1.70977059278145e-60,"High","HAX1"
"RAB8A",1.80702436514797e-64,0.252117385630537,0.405,0.217,3.75987559656338e-60,"High","RAB8A"
"TIMM17B",7.07779658281735e-64,0.0759224241572425,0.26,0.127,1.47267713498681e-59,"High","TIMM17B"
"SNX9",7.82611171194758e-64,0.193017626951021,0.252,0.126,1.62837906390493e-59,"High","SNX9"
"RPS27L",8.73331058427157e-64,0.466137199397476,0.591,0.347,1.81713993326939e-59,"High","RPS27L"
"JPT1",7.51764004266904e-63,0.617498084825408,0.546,0.364,1.56419536367815e-58,"High","JPT1"
"ATP5MPL",9.14132766268977e-63,0.425925515620946,0.619,0.378,1.90203604677586e-58,"High","ATP5MPL"
"CASP1",1.35471785604483e-62,0.647767522183481,0.355,0.205,2.81876144307248e-58,"High","CASP1"
"EIF6",2.746584253688e-62,0.299703413706972,0.368,0.198,5.71481785664861e-58,"High","EIF6"
"NDUFS2",8.33377498068449e-62,0.290298905822794,0.253,0.124,1.73400856023102e-57,"High","NDUFS2"
"MYO9B",1.04367347339738e-61,0.272943423195138,0.288,0.148,2.17157139609792e-57,"High","MYO9B"
"FAM162A",1.16405379968263e-61,0.365709391774443,0.253,0.126,2.42204674099964e-57,"High","FAM162A"
"TMPO",4.51880380745164e-61,0.328750906220276,0.262,0.134,9.40227508216462e-57,"High","TMPO"
"SDHC",8.00202827218302e-61,0.310853166470979,0.269,0.137,1.66498202259312e-56,"High","SDHC"
"MYDGF",2.1975859764704e-60,0.520904149977123,0.528,0.308,4.57251714124196e-56,"High","MYDGF"
"ERP44",2.89159079364012e-60,0.280691677771232,0.396,0.216,6.01653296432699e-56,"High","ERP44"
"CAPZA2",3.35543095994474e-60,0.438423527797384,0.424,0.248,6.98164519835703e-56,"High","CAPZA2"
"ATP5MC1",2.18677370712262e-59,0.320952739313059,0.327,0.172,4.55002005241004e-55,"High","ATP5MC1"
"SFT2D1",1.32912649714358e-58,0.164854210819929,0.318,0.166,2.76551350260664e-54,"High","SFT2D1"
"RNF181",5.78099512811978e-58,0.320184746292661,0.376,0.205,1.20285165630788e-53,"High","RNF181"
"MTHFD2",9.13421165602206e-58,0.126643945942597,0.29,0.151,1.90055541926851e-53,"High","MTHFD2"
"HCLS1",1.68821703036832e-57,0.472508927984644,0.519,0.322,3.51267317508736e-53,"High","HCLS1"
"MINOS1",1.9428296781468e-57,0.428198908044279,0.492,0.286,4.04244571132005e-53,"High","MINOS1"
"CHMP5",2.0545187139307e-57,0.483081930359159,0.316,0.171,4.27483708807561e-53,"High","CHMP5"
"CANX",2.99474889267365e-57,0.232032971606805,0.424,0.235,6.23117402098606e-53,"High","CANX"
"PTP4A2",4.36830166501941e-57,0.604424846245706,0.655,0.521,9.08912527440588e-53,"High","PTP4A2"
"GLO1",4.92195060712009e-57,0.174084813340055,0.25,0.126,1.02411026282348e-52,"High","GLO1"
"M6PR",9.30131027424963e-57,0.404725036611587,0.368,0.208,1.93532362876312e-52,"High","M6PR"
"PSENEN",1.33879650283633e-56,0.0373038583381531,0.28,0.142,2.78563388345156e-52,"High","PSENEN"
"TRAM1",2.22096377323347e-56,0.234462852102684,0.471,0.265,4.62115932296688e-52,"High","TRAM1"
"TIMM13",3.1813869375265e-56,0.287130185274226,0.293,0.154,6.6195118009114e-52,"High","TIMM13"
"ATP5PO",3.37780435689808e-56,0.451982191908125,0.593,0.361,7.02819752539784e-52,"High","ATP5PO"
"TMEM219",3.56753955565203e-56,0.416373043231526,0.38,0.21,7.42297955344518e-52,"High","TMEM219"
"CD55",4.51589140851014e-56,0.317398909201185,0.613,0.402,9.39621525368705e-52,"High","CD55"
"SDHD",6.62789703700723e-56,0.556913465018602,0.292,0.156,1.37906653649009e-51,"High","SDHD"
"MRPL52",2.88232299258634e-55,0.221742271534672,0.368,0.2,5.99724945067439e-51,"High","MRPL52"
"IRF2",3.2687146420107e-55,0.285192324867939,0.25,0.128,6.80121455563166e-51,"High","IRF2"
"TXN2",1.52263746615886e-54,0.153857795007246,0.318,0.171,3.16815177583675e-50,"High","TXN2"
"AIMP1",2.63595849323871e-54,0.190674432078085,0.254,0.131,5.48463883688179e-50,"High","AIMP1"
"KDELR2",5.22982532166205e-54,0.180754916106312,0.428,0.238,1.08816975467822e-49,"High","KDELR2"
"ZBTB43",5.8517890689341e-54,0.180344885267679,0.31,0.171,1.21758175157312e-49,"High","ZBTB43"
"BNIP2",1.2247021076767e-53,0.214703906648899,0.286,0.151,2.54823767544291e-49,"High","BNIP2"
"SNX17",1.58410260123567e-53,0.301757349535959,0.296,0.159,3.29604228239106e-49,"High","SNX17"
"ATP5PD",1.75225360051949e-53,0.468712743017335,0.501,0.3,3.6459140666009e-49,"High","ATP5PD"
"S100A6",4.00057026736503e-53,1.21565261315245,0.716,0.708,8.32398655530642e-49,"High","S100A6"
"TUBB",5.65441639324292e-53,0.330847355385406,0.476,0.288,1.17651441894205e-48,"High","TUBB"
"NDUFB4",1.49042743421807e-52,0.326135415862207,0.569,0.335,3.10113236237754e-48,"High","NDUFB4"
"LIMS1",1.62467951617435e-52,0.320886679580531,0.372,0.216,3.38047066930396e-48,"High","LIMS1"
"C19orf70",1.8100579399418e-52,0.285881752405566,0.371,0.208,3.7661875556369e-48,"High","C19orf70"
"PLK3",2.81224652122174e-52,0.11373746345256,0.378,0.218,5.85144133670608e-48,"High","PLK3"
"ATP5PF",6.59717471410356e-52,0.506856167947957,0.617,0.376,1.37267414276353e-47,"High","ATP5PF"
"TRIM38",1.13650425487367e-51,0.182395348815772,0.292,0.16,2.36472440311565e-47,"High","TRIM38"
"MRPL14",1.19592221038233e-51,0.259489114389055,0.255,0.134,2.48835534314252e-47,"High","MRPL14"
"HIGD2A",2.7731350888641e-51,0.440243410953268,0.644,0.455,5.77006217939954e-47,"High","HIGD2A"
"ATP5PB",4.25736374717808e-51,0.28465051084758,0.421,0.244,8.85829674875343e-47,"High","ATP5PB"
"SEC31A",6.09712913271643e-51,0.133123905627282,0.292,0.158,1.26862965864431e-46,"High","SEC31A"
"CSGALNACT2",6.31687065899374e-51,0.150648342608531,0.257,0.136,1.31435127801683e-46,"High","CSGALNACT2"
"TBCA",2.4233275635775e-50,0.334982323101875,0.587,0.368,5.0422176615357e-46,"High","TBCA"
"IGBP1",3.0167029336894e-50,0.0677065897303853,0.342,0.189,6.27685379412753e-46,"High","IGBP1"
"FAM89B",4.61666999760555e-50,0.059488029572481,0.351,0.194,9.60590526401786e-46,"High","FAM89B"
"ZBTB7A",5.39453980403205e-50,0.252027523715479,0.417,0.251,1.12244189702495e-45,"High","ZBTB7A"
"RAC1",2.3244256573101e-49,0.555706841688005,0.638,0.435,4.83643246516513e-45,"High","RAC1"
"LAMTOR1",3.55929152963137e-49,0.415128317795217,0.446,0.262,7.40581788570399e-45,"High","LAMTOR1"
"PSMF1",3.6104429537951e-49,0.148370047048428,0.295,0.16,7.51224865396146e-45,"High","PSMF1"
"KRTCAP2",8.48996235296926e-49,0.0887154489494715,0.335,0.184,1.76650646678231e-44,"High","KRTCAP2"
"COPZ1",1.97188573695426e-48,0.117303208153182,0.313,0.17,4.10290265288074e-44,"High","COPZ1"
"RTN4",2.84560108712182e-48,0.440206530781184,0.566,0.383,5.92084218197438e-44,"High","RTN4"
"SNRPC",3.06613098127984e-48,0.200895968029794,0.348,0.196,6.37969873274896e-44,"High","SNRPC"
"ATP6V1F",4.78101593432025e-48,0.530513402284303,0.546,0.347,9.94785985454014e-44,"High","ATP6V1F"
"TNF",5.31272814128124e-48,1.02615585323204,0.33,0.211,1.10541934435639e-43,"High","TNF"
"PSMB7",6.04875757200104e-48,0.294557727407707,0.279,0.152,1.25856498800626e-43,"High","PSMB7"
"COPE",6.2721113390946e-48,0.291306043536694,0.639,0.393,1.30503820632541e-43,"High","COPE"
"TMEM134",6.76258142379876e-48,0.0897449540208495,0.28,0.151,1.40709031684981e-43,"High","TMEM134"
"ERGIC1",3.18662981133409e-47,0.0992856296876791,0.313,0.175,6.63042064844283e-43,"High","ERGIC1"
"NDUFB1",3.53978667636549e-47,0.28684262165957,0.405,0.234,7.36523413751367e-43,"High","NDUFB1"
"ATRAID",3.81573832761877e-47,0.0889943555702278,0.424,0.238,7.93940673827637e-43,"High","ATRAID"
"NDUFV2",4.52918543806464e-47,0.187452851228494,0.475,0.278,9.4238761409811e-43,"High","NDUFV2"
"IGKC",6.38216746670082e-47,6.75997237961783,0.531,0.475,1.32793758479644e-42,"High","IGKC"
"RHOG",6.50149132688291e-47,0.588718969795819,0.52,0.386,1.35276530038453e-42,"High","RHOG"
"CYBA",1.16501783219961e-46,0.249566208537048,0.916,0.893,2.42405260345774e-42,"High","CYBA"
"NOP10",1.54943704639557e-46,0.497170854876398,0.606,0.409,3.22391366243526e-42,"High","NOP10"
"KMT2C",3.52954719340773e-46,0.115213465911592,0.319,0.181,7.34392884532347e-42,"High","KMT2C"
"GNAI2",3.8413809985406e-46,0.608104484393313,0.665,0.599,7.99276144366343e-42,"High","GNAI2"
"WASF2",3.91486173387824e-46,0.414568471016252,0.471,0.306,8.14565280968045e-42,"High","WASF2"
"PCMT1",5.65227466713778e-46,0.10601519583103,0.347,0.196,1.17606878999136e-41,"High","PCMT1"
"BNIP3L",1.76340149704901e-45,0.456676020272119,0.308,0.176,3.66910949490987e-41,"High","BNIP3L"
"NDUFB7",2.54748143998618e-45,0.260932796526512,0.471,0.28,5.30054463217925e-41,"High","NDUFB7"
"CALCOCO2",1.05108295391524e-44,0.207978553006994,0.304,0.171,2.18698830221145e-40,"High","CALCOCO2"
"SNAP23",1.35764871049138e-44,0.268912731008283,0.281,0.159,2.82485967191942e-40,"High","SNAP23"
"RAB1A",1.99123035462252e-44,0.0826250268681979,0.413,0.239,4.14315299886307e-40,"High","RAB1A"
"TXNDC12",3.10033329814395e-44,0.00367084887642322,0.282,0.154,6.45086349344812e-40,"High","TXNDC12"
"WDR1",4.45170751105545e-44,0.188080931887864,0.395,0.237,9.26266781825308e-40,"High","WDR1"
"EIF3L",8.39915963423488e-44,0.2620170230836,0.507,0.319,1.74761314509525e-39,"High","EIF3L"
"NDUFB10",9.5586337547552e-44,0.171830630556422,0.442,0.257,1.98886492535191e-39,"High","NDUFB10"
"PSMA4",1.05104907127362e-43,0.287612467294159,0.385,0.229,2.18691780259902e-39,"High","PSMA4"
"TXN",1.07097944108616e-43,1.89355890307358,0.542,0.37,2.22838692306798e-39,"High","TXN"
"SERPINB1",1.09301471622168e-43,0.451471338337865,0.481,0.326,2.27423572004244e-39,"High","SERPINB1"
"NDUFA2",1.35952471084639e-43,0.246701753202336,0.49,0.292,2.82876306585808e-39,"High","NDUFA2"
"ZNF106",1.43133780297612e-43,0.238127693627974,0.255,0.143,2.97818456665242e-39,"High","ZNF106"
"SMS",2.70533949666843e-43,0.330712980682906,0.283,0.162,5.628999890718e-39,"High","SMS"
"UQCR10",3.14290108873257e-43,0.558981066604053,0.584,0.373,6.53943429532585e-39,"High","UQCR10"
"ANAPC11",4.0106101004023e-43,0.310319682059221,0.465,0.277,8.34487643590706e-39,"High","ANAPC11"
"IGLC2",1.21454380917433e-42,6.85815407930649,0.41,0.316,2.52710130374904e-38,"High","IGLC2"
"AURKAIP1",1.59138539666837e-42,0.189968565040383,0.469,0.274,3.31119559484788e-38,"High","AURKAIP1"
"CEBPB",1.7864177858912e-42,0.401658339617917,0.576,0.404,3.71699948710382e-38,"High","CEBPB"
"SEM1",2.79755331783432e-42,0.356743268260459,0.502,0.306,5.82086918841786e-38,"High","SEM1"
"HSD17B10",4.84238994074047e-42,0.0185147137854769,0.254,0.138,1.00755607496987e-37,"High","HSD17B10"
"CCT8",7.21973651090856e-42,0.11668338012706,0.394,0.232,1.50221057582474e-37,"High","CCT8"
"RAB11A",8.53014215193251e-42,0.148176461324888,0.279,0.156,1.7748666775526e-37,"High","RAB11A"
"ATP5MC3",1.07280371256428e-41,0.46479796022042,0.64,0.428,2.23218268473249e-37,"High","ATP5MC3"
"CCT5",4.42792889544976e-41,0.236126094175323,0.298,0.172,9.21319165276231e-37,"High","CCT5"
"RAB7A",4.86103764038302e-41,0.312880915460248,0.446,0.274,1.0114361018345e-36,"High","RAB7A"
"GCH1",5.22683781821957e-41,0.324924468175785,0.319,0.193,1.08754814483695e-36,"High","GCH1"
"BLOC1S6",1.26604509905441e-40,0.118310197986107,0.266,0.151,2.63426003760251e-36,"High","BLOC1S6"
"CHURC1",3.8913596404087e-40,0.11225025547126,0.335,0.197,8.09675200379838e-36,"High","CHURC1"
"NDUFC2",9.10118770075418e-40,0.388644195053288,0.463,0.281,1.89368412489592e-35,"High","NDUFC2"
"USP3",1.0637308805147e-39,0.069655218214807,0.274,0.156,2.21330484308694e-35,"High","USP3"
"UQCRC2",2.21408184123799e-39,0.108206702003621,0.364,0.215,4.60684008706389e-35,"High","UQCRC2"
"PSMG2",3.88183094635757e-39,0.239466465044566,0.272,0.154,8.07692565008619e-35,"High","PSMG2"
"DECR1",5.55802092404822e-39,0.242004029529372,0.291,0.169,1.15645741366671e-34,"High","DECR1"
"MTRNR2L12",5.86226321660188e-39,0.281734299518778,0.336,0.2,1.21976110747835e-34,"High","MTRNR2L12"
"AC103591.3",9.02180223466042e-39,0.0191708839170245,0.259,0.149,1.87716639096579e-34,"High","AC103591.3"
"COX5B",1.06477277614343e-38,0.394599333062304,0.727,0.522,2.21547271532163e-34,"High","COX5B"
"PSMB2",1.5003382857392e-38,0.207637972376797,0.38,0.224,3.12175387113755e-34,"High","PSMB2"
"SPCS3",2.83157072264396e-38,0.195496218079143,0.538,0.331,5.89164920260529e-34,"High","SPCS3"
"ATP5F1B",6.12828322799512e-38,0.366205679879071,0.544,0.353,1.27511189124894e-33,"High","ATP5F1B"
"ADRM1",8.54838228284096e-38,0.0744528687847821,0.349,0.203,1.77866190159072e-33,"High","ADRM1"
"LSM5",1.55312095551321e-37,0.082194283483135,0.319,0.185,3.23157877213633e-33,"High","LSM5"
"RPN2",2.45293823079678e-37,0.105981424023081,0.404,0.24,5.10382857681885e-33,"High","RPN2"
"PTEN",2.95346299185905e-37,0.200074032379299,0.273,0.158,6.14527044716112e-33,"High","PTEN"
"CSK",2.97651252472978e-37,0.24340221138543,0.399,0.256,6.19322961020525e-33,"High","CSK"
"IDH2",5.89605706554939e-37,0.0286283697162862,0.34,0.199,1.22679259362886e-32,"High","IDH2"
"TMEM14B",7.32083735584022e-37,0.200501237311908,0.336,0.198,1.52324662862967e-32,"High","TMEM14B"
"TMED5",1.01150466225662e-36,0.0107122632936345,0.313,0.182,2.10463775075734e-32,"High","TMED5"
"SPCS2",1.21224916097622e-36,0.353494582279476,0.596,0.396,2.52232682924323e-32,"High","SPCS2"
"WAS",1.31420315827644e-36,0.203898889714208,0.398,0.251,2.73446251142579e-32,"High","WAS"
"SNX5",2.35612148125068e-36,0.129731826764994,0.321,0.189,4.90238196603829e-32,"High","SNX5"
"VTI1B",3.58021818509131e-36,0.12229371414331,0.259,0.148,7.4493599777195e-32,"High","VTI1B"
"MIS18BP1",4.20423274076063e-36,0.0887045707326694,0.354,0.214,8.74774706370065e-32,"High","MIS18BP1"
"MRPS36",4.39678457197026e-36,0.0264464859929525,0.281,0.162,9.14838965889853e-32,"High","MRPS36"
"ATP1A1",5.78478845450594e-36,0.122407506418219,0.386,0.241,1.20364093372905e-31,"High","ATP1A1"
"PSMB3",7.26227490457131e-36,0.372028540068101,0.622,0.414,1.51106153939415e-31,"High","PSMB3"
"SNF8",9.04550913242522e-36,0.121749226783414,0.306,0.18,1.88209908518371e-31,"High","SNF8"
"DCP2",1.04803099210695e-35,0.0789723039922556,0.274,0.16,2.18063808527692e-31,"High","DCP2"
"CAPZA1",2.67626761835998e-35,0.196095316382417,0.424,0.266,5.56851003352161e-31,"High","CAPZA1"
"ARHGAP4",1.02849484500582e-34,0.13199729415348,0.304,0.182,2.13998922400361e-30,"High","ARHGAP4"
"OSTC",1.64226739485153e-34,0.129638841258968,0.411,0.247,3.41706576846758e-30,"High","OSTC"
"MANF",2.12351902665428e-34,0.149219927157796,0.303,0.18,4.41840603875955e-30,"High","MANF"
"AHNAK",2.93879344280166e-34,0.252102034701602,0.568,0.38,6.11474751643742e-30,"High","AHNAK"
"ATP5MD",5.09899714480626e-34,0.43934214307351,0.64,0.426,1.06094833591984e-29,"High","ATP5MD"
"ERH",5.58737473915776e-34,0.258086298819911,0.418,0.257,1.16256506197655e-29,"High","ERH"
"RAB5C",5.92982240267528e-34,0.23152284806506,0.445,0.283,1.23381814732465e-29,"High","RAB5C"
"EIF3D",2.19856563031291e-33,0.214012740947987,0.386,0.238,4.57455550699208e-29,"High","EIF3D"
"STMP1",1.92040079416495e-32,0.234174996358099,0.368,0.231,3.99577793241901e-28,"High","STMP1"
"PSMC1",2.22519376191125e-32,0.120441875022084,0.267,0.158,4.62996066040873e-28,"High","PSMC1"
"PPP4C",2.89577090026492e-32,0.101079630436279,0.349,0.212,6.02523051218121e-28,"High","PPP4C"
